recipe_name	ingredient_not_found	Error	item_link	weight	quantity	energy_gm	protein_gm	fat_gm	carbs_gm	total_dietary_fibre_gm	sugar_gm	sodium_mg	trans_fat_gm	total_saturated_fat_gm	cholesterol_mg	added_sugar_gm	0	0	0
baked camembert tart,camembert tart	SUCCESS	SUCCESS	http://www.jamieoliver.com/recipes/cheese-recipes/baked-camembert/	100	0.890736342	332.4916865	15.41333135	13.5423753	38.64036223	2.950712589	0.614845606	1215.339667	0	7.450267815	33.98159145	0			
gold bags,fried potli,veggie stuffed potli,vegetable stuffed bags	SUCCESS	SUCCESS	https://www.tarladalal.com/Gold-Bags-442r	100	3.037667072	333.3712029	5.880838396	17.42867558	38.05854192	1.172296476	0.686998785	252.5619684	0.267314702	0.943343864	0	0			
instant oats dosa	SUCCESS	SUCCESS	https://www.tarladalal.com/Instant-Oats-Dosa-42028r	100	1.167883212	333.4744526	10.4929927	9.788613139	51.61927007	5.42919708	0.086715328	299.1386861	0.102773723	1.165445255	1.795620438	0			
sooji idli,rava idli	SUCCESS	SUCCESS	https://www.tarladalal.com/Sooji-Idli--Suji-Idli-1384r	100	2.41813602	333.884131	9.548211587	5.309319899	62.36947103	0.217632242	0.178639798	903.8921914	0.053198992	0.576715365	0.906801008	0			
fruit and nut cake	SUCCESS	SUCCESS	http://www.food.com/recipe/date-nut-bread-fruit-cake-442068	100	0.301810865	334.1403421	7.185311871	10.95231388	52.95832495	1.865643863	15.17102616	141.9240443	0	0.350176056	0	0			
french bean and dal stir fry,french bean moong dal stir fry,paasi parupu beans poriyal,french bean channa dal stir fry	SUCCESS	SUCCESS	https://www.tarladalal.com/French-Bean-and-Chana-Dal-Stir-fry-7448r	100	0	335.4015927	17.97234736	2.815889268	61.15243838	23.61949185	0.006143345	92.8668942	0.013348502	0.23691771	0	0			
cauliflower nu bhanulo,gobhi bhanulo	SUCCESS	SUCCESS	https://www.tarladalal.com/Cauliflower-Nu-Bhanolu-(-Gujarati-Recipe)-560r	100	0	335.6796339	5.998810069	26.66050343	18.17748284	2.239816934	3.161281465	372.1922197	0.16604119	0.16784897	0	0			
rajgira parantha	SUCCESS	SUCCESS	https://www.tarladalal.com/Rajgira-Paratha--(--Gluten-Free-Recipe)-38601r	100	0.82815735	336.447205	11.83921325	7.897225673	56.30654244	6.077432712	1.440289855	404.0745342	0.036438923	0.096380952	0	0			
varan bhaat	SUCCESS	SUCCESS	https://www.tarladalal.com/Varan-Bhaat-Maharashtrian-Varan-Bhaat-40855r	100	0	336.572238	9.633314448	2.205665722	67.70206799	3.179603399	0.052152975	117.1614731	0.018430595	0.422966006	0	0			
kaju roll	SUCCESS	SUCCESS	http://food.ndtv.com/recipe-kaju-roll-219614	100	0	336.7027027	7.095945946	15.78716216	45.63040541	1.114864865	35.71283784	344.2837838	0.064864865	3.245608108	7.27027027	0			
scrambled egg biryani	SUCCESS	SUCCESS	http://indianhealthyrecipes.com/egg-biryani/	100	0	336.8397841	8.082258198	7.643603155	57.71965131	2.83985056	0.004333748	324.3669572	0.087671233	0.230704857	0	0			
creme caramel (thai style),cream caramel	SUCCESS	SUCCESS	http://www.sanjeevkapoor.com/Recipe/Thai-Style-Creme-Caramel-Sanjeev-Kapoor-Kitchen-FoodFood.html	100	0	337.1803279	4.603278689	16.93114754	44.8852459	0	32.78688525	13.1147541	0	0	0	0			
sambar powder,sambhar masala	SUCCESS	SUCCESS	https://www.tarladalal.com/Sambhar-Masala-Sambhar-Masala-Powder-30828r	100	0	337.1847826	17.38858696	10.15815217	49.6548913	16.32717391	0	33.42391304	0.095652174	0.413043478	0	0			
oats roti	SUCCESS	SUCCESS	https://www.tarladalal.com/Oats-Roti-5286r	100	1.686340641	337.5784148	11.28219224	7.117807757	59.60996627	9.020489039	0.68703204	1471.560708	0.051939292	0.698700675	0	0			
homemade chicken nuggets	SUCCESS	SUCCESS	http://indianhealthyrecipes.com/chicken-nuggets-recipe/	100	0	338.3671875	12.49296875	19.45625	28.440625	1.0546875	1.453125	499.25	0.272890625	1.831875	33.59375	0			
thai green stir fry rice	SUCCESS	SUCCESS	https://www.tarladalal.com/Thai-Green-Stir-fry-Rice-22664r	100	0	338.6856382	9.951663642	2.531881428	68.2553539	7.507199032	1.024863884	124.0665457	0.010647308	0.062056866	0	0			
nolen gurer ice cream	SUCCESS	SUCCESS	http://www.rediff.com/getahead/report/food-recipe-how-to-make-nolen-gurer-ice-cream/20160128.htm	100	0	339.7785235	6.574496644	19.73758389	34.37986577	0	18.22818792	296.6308725	0.322147651	12.4295302	40.26845638	4.832214765			
bon bon	SUCCESS	SUCCESS	0	100	0	340.7980125	4.445452582	19.25653489	36.51998272	0	6.641823288	0	0	1.941456038	0	0			
royal bengal mutton tikia	SUCCESS	SUCCESS	http://secretindianrecipe.com/recipe/mutton-keema-tikia-minced-mutton-tikia-curry	100	0	341.5915858	9.891281553	26.17721036	18.08066019	10.26957929	0.682815534	821.8754045	0.026796117	2.347741748	0	0			
mag ni dal na dhokla,green moong dal dhokla	SUCCESS	SUCCESS	https://www.tarladalal.com/Mag-Ni-Dal-Na-Dhokla-(-Gujarati-Recipe)-549r	100	0	342.0343511	22.72664122	3.150305344	55.86419847	7.59389313	0.463740458	915.2862595	0.038854962	0.149427481	0.183206107	0			
malabar paratha,kerela paratha	SUCCESS	SUCCESS	http://www.sanjeevkapoor.com/Recipe/Malabar-Paratha-Sirf-30-minute-FoodFood.html	100	0.606060606	342.3712121	8.772727273	7.954545455	59.02984848	0	2.268181818	165.8560606	0.07030303	0.393106061	1.818181818	0			
cracked wheat with mutton porridge,alisa,shurba,broken wheat with mutton	SUCCESS	SUCCESS	http://www.bawarchi.com/recipe/alisa-cracked-wheat-with-mutton-porridge-oertTkcegifca.html	100	0	343.0442953	6.962550336	16.86993289	43.88268456	7.478389262	0.220134228	530.5285906	0	0.124563758	0	0			
oats dosa	SUCCESS	SUCCESS	http://www.vegrecipesofindia.com/oats-dosa-recipe/	100	0.919012062	343.0557151	7.696680069	13.80040207	47.5305112	5.0361861	0.460769673	348.9075244	0.161746123	1.134473291	1.895462378	0			
coriander upma,dhania upma	SUCCESS	SUCCESS	https://www.tarladalal.com/Coriander-Upma-39001r	100	0	343.3081511	8.783976143	6.640874751	62.5366998	0.470974155	1.649025845	404.9741551	0.104970179	0.277996024	0	0			
set dosa	SUCCESS	SUCCESS	http://www.sanjeevkapoor.com/Recipe/Set-Dosa.html	100	1.333333333	343.3629778	6.717777778	5.9	64.94555556	2.493333333	0	227.5788889	0.088	0.453722222	0.666666667	0			
baby corn and mushroom curry rice	SUCCESS	SUCCESS	https://www.tarladalal.com/Babycorn-and-Mushroom-Curry-Rice-457r	100	0	344.8313274	9.166428019	2.490232198	69.90044505	6.022020124	0.413583591	82.05959752	0	0.166435372	0	0			
spring roll wrappers,spring roll covers	SUCCESS	SUCCESS	https://www.tarladalal.com/Spring-Roll-Wrappers-1356r	100	0	345.1239669	10.90909091	0.892561983	73.2892562	0	0	329.5371901	0	0	0	0			
jowar bakhri,jowar roti	SUCCESS	SUCCESS	https://www.tarladalal.com/Jowar-Bhakri-Healthy-Jowar-Bhakri-40619r	100	0.916030534	345.648855	10.5351145	1.93129771	71.99770992	9.702290076	0.03129771	560.5648855	0	0	0	0			
"crispy potato topped with peanut cow milk curd
 chutney,crispy potato vrat food,crispy potato 
upvas food"	SUCCESS	SUCCESS	0	100	0	347.1983831	4.422549751	31.38697139	14.22090174	1.906716418	0.900559701	498.199005	0.437810945	2.155851368	0.671641791	0			
mexican pizza fajita veggies	SUCCESS	SUCCESS	https://www.tarladalal.com/Mexican-Pizza-89r	100	0	347.4074074	12.81185185	8.49382716	56.15209877	2.360493827	1.029135802	793.3679012	0.034765432	0.09145679	0	0			
chutney podi	SUCCESS	SUCCESS	https://www.tarladalal.com/Chutney-Podi-(-Thengai)-32874r	100	0	347.4136364	13.69363636	14.22818182	41.20136364	9.449545455	1.772727273	911.3772727	0.000636364	1.874318182	0	0			
afghani paneer	SUCCESS	SUCCESS	https://www.tarladalal.com/Afghani-Paneer-30939r	100	1.355932203	347.6016949	12.44779661	31.28898305	5.155847458	0.747457627	0.529830508	337.2966102	0	16.35459322	68.13559322	0			
butterscotch praline ice cream,butterscotch ice cream	SUCCESS	SUCCESS	http://www.ruchiskitchen.com/recipe/no-churn-butterscotch-ice-cream/	100	0	348.2086664	5.963183284	21.88787688	33.2643949	0	28.68263918	44.37133642	0.000294489	10.94274169	53.35563035	0			
coconut curd chutney	SUCCESS	SUCCESS	http://www.vegrecipesofindia.com/coconut-curd-chutney-recipe/	100	0	349.5218295	8.006070686	25.68918919	21.94307692	9.496881497	0.021205821	440.024948	0.10977131	0.790266112	1.496881497	0			
maharashtrian kothimbir vadi,fried coriander besan snack	SUCCESS	SUCCESS	https://www.tarladalal.com/Maharashtrian-Kothimbir-Vadi-Recipe-Deep--Fried-42069r	100	0	351.352381	16.5192381	15.5607619	36.8312381	8.335238095	6.398857143	416.4952381	0.561904762	0.444152381	0	0			
dal kalai, bengali kalai dal,bengali style dhuli urad ka daal	SUCCESS	SUCCESS	https://www.tarladalal.com/Dal-Kalai-Bengali-Kalai-Dal-41354r	100	0	352.8571429	21.54875	5.741517857	54.028125	10.55357143	0.227678571	36.13392857	0.078571429	0.212883929	0	0			
green pea pulao	SUCCESS	SUCCESS	https://www.tarladalal.com/Green-Pea-Pulao-with-Paneer-Koftas-1547r	100	0	353.6034913	8.158603491	7.86234414	61.27928512	3.608312552	0.952784705	73.03275145	0.058520366	1.374995844	4.688279302	0			
4 flour dosa,mixed flour dosa	SUCCESS	SUCCESS	https://www.tarladalal.com/4-Flour-Dosa-40159r	100	0.327868852	353.7377049	11.13606557	3.913934426	69.09754098	10.1147541	0.169672131	446.6639344	0.021639344	0.100860656	0.001639344	0			
green rice,hari pulao,hari chawal	SUCCESS	SUCCESS	https://www.tarladalal.com/Green-Rice-458r	100	0	354.4896321	7.126394649	10.60930435	56.41259532	2.843745819	0.743852843	134.7953177	0.017658863	0.322698997	0.200668896	0			
french bean poriyal,beans poriyal,green beans poriyal,green beans with grated coconut	SUCCESS	SUCCESS	https://www.tarladalal.com/French-Beans-Poriyal-32852r	100	0	354.6416862	17.83138173	5.232693208	60.66510539	24.24355972	0	107.6299766	0.000393443	1.365854801	0	0			
vangi bhaat,maharashtrian rice with baigan,rice with brinjal	SUCCESS	SUCCESS	https://www.tarladalal.com/Vangi-Bhath-Maharashtrian-Rice-with-Baingan-41956r	100	0	355.107275	6.59432799	3.622688039	71.70900123	1.589149199	0.106535142	148.0172626	0.026041924	0.228310727	0	0			
poha dosa,aval dosa	SUCCESS	SUCCESS	0	100	1.533101045	355.2090592	7.037630662	4.729616725	69.42578397	1.489547038	0	145.2578397	0	0.238466899	0.418118467	0			
oats & onion appe	SUCCESS	SUCCESS	https://www.tarladalal.com/Oats-and-Spring-Onion-Appe-Diabetic-Recipe-41758r	100	7.2	355.58	12.816	10.22	53.786	9.114	0.594	11.868	0.1056	0.9438	0	0			
toovar dal ni khichdi,arhar dal khichdi,yellow khichdi	SUCCESS	SUCCESS	https://www.tarladalal.com/Toovar-Dal-Ni-Khichdi-Gujarati-Recipe-622r	100	0	356.372549	12.63333333	2.478431373	69.25882353	4.392156863	0	201.754902	0	0.092941176	0	0			
potato buckwheat pakodas,kuttu pakodas,kuttu aloo pakodas	SUCCESS	SUCCESS	https://www.tarladalal.com/Potatoes-and-Buckwheat-Pakora-Kuttu-ki-Vrat-Pakodi-42113r	100	4.494382022	356.6516854	5.339325843	26.53752809	27.32022472	3.617977528	1.017078652	444.2696629	0.395505618	1.615752809	0	0			
south indian channa masala	SUCCESS	SUCCESS	http://www.vegrecipesofindia.com/chana-masala-with-coconut/	100	0	356.8099315	8.805856164	24.08143836	27.45530822	9.251027397	3.943390411	673.6438356	0.200630137	2.025099315	0	0			
french fries	SUCCESS	SUCCESS	http://www.food.com/recipe/greatest-chips-french-fries-on-earth-273998	100	0	359.3333333	1.066666667	33.4	15.06666667	1.133333333	0	7.333333333	0.586666667	1.543333333	0	0			
idaba,jain dhokla,non fermented dhokla,flat dhokla	SUCCESS	SUCCESS	https://www.tarladalal.com/Idada-(-Non-fried-Snacks-)-33268r	100	0	359.4204686	8.236251541	1.274475956	76.31911221	2.397040691	0	195.9753391	0.010850801	0.168816276	0	0			
caramel donut	SUCCESS	SUCCESS	http://whiteonricecouple.com/recipes/donuts-burnt-caramel-sea/	100	0	359.562943	6.684761672	15.11082865	50.429978	0.157809826	14.81617209	174.5905647	0.102341726	8.287648008	36.38230262	0			
unni appam,mini sweet appam,unniappam,unniyappam,neyyappam,banana appam,neiappam	SUCCESS	SUCCESS	https://www.tarladalal.com/Unni-Appam-Mini-Sweet-Appam-32887r	100	2.718446602	359.7540583	5.180582524	7.32038835	67.29708738	3.673786408	0	21.31650485	0	0	0	0			
bulgar wheat pongal	SUCCESS	SUCCESS	https://www.tarladalal.com/Bulgur-Wheat-Pongal-Low-Salt-Recipe-42008r	100	0	360.0923788	17.00568129	5.792725173	62.83443418	9.575057737	0.201154734	915.6096998	0.081293303	0.322422633	0	0			
methi ki missi roti	SUCCESS	SUCCESS	https://www.tarladalal.com/Methi-ki-Missi-Roti-Punjabi-Methi-Missi-Roti-30909r	100	2.406015038	360.3007519	12.37518797	11.81654135	51.96165414	6.037593985	3.355639098	1075.766917	0.207518797	0	0	0			
ragi idli,nachni idli,finger millet idli	SUCCESS	SUCCESS	http://www.vegrecipesofindia.com/ragi-idli-recipe/	100	1.212121212	360.4410909	9.829292929	2.434343434	73.81565657	4.155555556	0.335353535	203.3166667	0.017777778	0.155050505	0.004040404	0			
rice and dal dosa,mix grain dosa	SUCCESS	SUCCESS	https://www.tarladalal.com/Mix-Dal-and-Rice-Dosa-41578r	100	2.105263158	360.4596632	12.18842105	3.643157895	68.76947368	5.784210526	0	216.9526316	0.046315789	0.121842105	0	0			
sookha moong,dry moong	SUCCESS	SUCCESS	https://www.tarladalal.com/Sukha-Moong-Gujarati--Dry-Moong-41430r	100	0	362.3225806	21.19784946	7.707634409	52.48913978	7.139784946	0.644946237	856.9516129	0.113548387	0.300430108	0	0			
paneer pudina tikki	SUCCESS	SUCCESS	https://www.tarladalal.com/Paneer-Phudina-Tikki-2901r	100	2.666666667	362.85	10.15983333	33.58633333	5.755833333	0.995	0.032	646.2166667	0.293333333	10.79881667	44	0			
andhra style fish fry,andhra chepa vepadu	SUCCESS	SUCCESS	https://www.archanaskitchen.com/andhra-style-chepa-vepudu-recipe-andhra-fish-fry-recipe	100	0	363.4858612	6.101688089	29.90895458	18.67486718	3.637703513	0.073264781	10.19194516	0.22622108	1.048357326	0	0			
karachi biscuits,tutti fruti biscuits,karanchi biscuits	SUCCESS	SUCCESS	https://www.tarladalal.com/Karachi-Biscuits-Hyderabadi-Tutti-Fruti-Biscuits-41553r	100	2.127659574	364.3404255	5.130851064	12.05159574	64.91648936	0.175531915	22.02287234	143.1914894	0.348723404	5.878670213	23.40425532	0			
healthy stuffed luchi,bengali roti	SUCCESS	SUCCESS	https://www.tarladalal.com/Healthy-Stuffed-Luchi-Low-Salt-Recipe-42023r	100	2.147651007	364.966443	16.95838926	6.523489933	62.76241611	9.046979866	0.220134228	2345.959732	0	0	0	0			
grean peas/pattani sundal,pattani sundal,pachai pattani sundal	SUCCESS	SUCCESS	http://www.vegrecipesofindia.com/green-peas-sundal-recipe/	100	0	364.966581	15.85449871	13.39588689	45.50976864	1.950385604	0	513.907455	0.135732648	0.357069409	0	0			
gobindobhoger bhaat,steamed basmati rice	SUCCESS	SUCCESS	0	100	0	365	7.13	0.66	79.95	1.3	0.12	5	0	0.18	0	0			
steamed basmati rice	SUCCESS	SUCCESS	0	100	0	365	7.13	0.66	79.95	1.3	0.12	5	0	0.18	0	0			
homemade croissant	SUCCESS	SUCCESS	http://www.food.com/recipe/traditional-buttery-french-croissants-for-lazy-bistro-breakfasts-327458	100	0.123839009	365.1362229	6.587368421	22.29544892	34.66210526	0.249845201	3.715170279	413.0712074	0.032198142	0.315179567	1.931888545	0			
brown rice dosa	SUCCESS	SUCCESS	https://www.tarladalal.com/Brown-Rice-Dosa-Healthy-Dosa-Recipe-42105r	100	2.513464991	365.470377	9.572351885	3.399658887	73.52235189	4.736445242	0.568761221	149.4603232	0.000861759	0.511921005	0	0			
coconut rice	SUCCESS	SUCCESS	https://www.tarladalal.com/Coconut-Rice-South-Indian-Coconut-Rice-32890r	100	0	365.8451176	8.082823529	5.284323529	70.41120588	4.475	0.161735294	231.6205882	0	0.328791176	0.264705882	0			
kopra pak,coconut fudge,kopra paak,coconut pak	SUCCESS	SUCCESS	https://www.tarladalal.com/Kopra-Pak-(-Gujarati-Recipe)-35792r	100	1.875	366.5	4.30625	23.6375	33.98875	6.8	24.95	3.8125	0	0	0	0			
rajma sundal,kidney bean sundal	SUCCESS	SUCCESS	http://www.vegrecipesofindia.com/rajma-sundal/	100	0	366.6222222	20.65555556	7.262222222	54.73333333	0.906666667	0	430.6444444	0	0.473333333	0	0			
baked thattai	SUCCESS	SUCCESS	https://www.tarladalal.com/Thattai-Recipe-Baked-Thattai-Jar-Snack-41996r	100	4.672897196	366.635514	13.03121495	5.68728972	65.90766355	10.32616822	0.608411215	381.6168224	0.088037383	0.129813084	0	0			
mini green pea uttappa	SUCCESS	SUCCESS	https://www.tarladalal.com/Mini-Green-Pea-Uttapa-Green-Peas-Uttapam-36416r	100	4.72972973	367.277027	9.592567568	4.486486486	71.87027027	7.412837838	1.616216216	271.7054054	0.035675676	0.580743243	5.716216216	0			
ragi thattai,ragi chekkalu,ragi nippattu	SUCCESS	SUCCESS	https://veggibites.blogspot.in/2015/12/rage-chekkaluthattainippattu-crispy.html	100	0	367.9080882	7.401433824	8.518419118	65.98658088	10.83970588	0.003308824	155.0110294	0.116470588	0.383128676	0	0			
rice khichu	SUCCESS	SUCCESS	https://www.tarladalal.com/Rice-Khichu-(-Gujarati-Recipe)-582r	100	0	368.6283048	6.86533437	5.718786936	71.87958009	4.36096423	0.642037325	309.7309487	0.05474339	0.665205288	6.531881804	0			
paneer roasted with ghee	SUCCESS	SUCCESS	0	100	0	368.6956522	12.17391304	34.7826087	1.739130435	0	0	0	0	13.04347826	57.39130435	0			
seedai,cheedai,uppu seedai,vella seedai	SUCCESS	SUCCESS	http://www.rakskitchen.net/2017/08/kara-seedai-recipe-gokulashtami-recipes.html	100	0	369.2101167	7.274941634	5.230894942	72.60272374	4.841634241	0.618677043	309.6396887	0	0.57429572	6.536964981	0			
bengali masala parantha	SUCCESS	SUCCESS	https://www.tarladalal.com/Masala-Stuffed-Parota-Bengali-Low-Salt-Paratha-42014r	100	2.727272727	369.3636364	12.00909091	9.090909091	65.42727273	9.727272727	0.372727273	3953.590909	0.12	0.315681818	0	0			
multi grain dosa,4 flour dosa	SUCCESS	SUCCESS	https://www.tarladalal.com/4-Flour-Dosa-40159r	100	3.692307692	369.7230769	14.75692308	7.123076923	63.59692308	7.969230769	0.636923077	2246.030769	0.081230769	0.378615385	0.006153846	0			
modakk,modak	SUCCESS	SUCCESS	https://www.tarladalal.com/Modak-Steamed-Modak--Ukadiche-Modak-For-Ganesh-Chaturthi-4950r	100	1.428571429	369.8809524	6.153639456	3.050612245	78.87615646	3.954081633	0.569285714	20.7414966	0	0.500785714	5.714285714	0			
brown rice pongal	SUCCESS	SUCCESS	https://www.tarladalal.com/Brown-Rice-and-Moong-Dal-Pongal-Low-Salt-Recipe-41655r	100	0	370.1650165	11.33614161	5.00330033	69.53884188	4.589258926	0.499729973	68.4590459	0.042964296	0.539617162	0	0			
ghee pulao,ghee rice	SUCCESS	SUCCESS	http://www.vegrecipesofindia.com/ghee-rice-recipe-rice-recipes/	100	0	370.3393316	6.520488432	8.247249357	65.80688946	1.760154242	0.408624679	254.7631748	0	0.466249357	0.385604113	0			
mixed kathol,mixed beans,mixed pulses	SUCCESS	SUCCESS	https://www.tarladalal.com/Mixed-Kathol-(-Gujarati-Recipe)-619r	100	0	371.0486486	20.5852973	8.071243243	54.95805405	7.835675676	3.144324324	442.5297297	0.121621622	0.4	0	0			
plum cake recipe	SUCCESS	SUCCESS	https://www.awesomecuisine.com/recipes/18220/plum-cake.html	100	0	372.6	4.76295082	17.01704918	53.70557377	0.470163934	34.06393443	6.459016393	0	8.533331148	35.57377049	6.229508197			
coriander pudina coconut milk rice,minty coconut rice,mint coconut rice,pudhina kothamalli sadam	SUCCESS	SUCCESS	https://www.tarladalal.com/Phudina-Coriander-and-Coconut-Milk-Rice-6517r	100	0	372.7932961	5.771955307	12.99396648	56.57441341	1.176536313	0.109608939	221.4189944	0.058994413	0.276335196	0	0			
kozhukattai,modak,uppu kozhukattai,kara pidi kozhukattai,chana dal modak	SUCCESS	SUCCESS	http://www.vegrecipesofindia.com/sweet-kozhukattai-recipe-chana-dal-modak/	100	2.249297095	373.0065604	7.609372071	5.778819119	72.1289597	5.844423618	0.445360825	79.1836926	0	0.395820056	4.723523899	0			
thai peanut sauce	SUCCESS	SUCCESS	https://www.tarladalal.com/Thai-Peanut-Sauce-Easy-Peanut-Sauce-437r	100	0	373.2757009	6.478224299	30.45911215	18.59084112	1.475	8.209345794	970.9602804	0.041121495	0.108801402	0	0			
godhoraj mousse,gondhoraj souffle,egg-less gondhoraj lebu mousse	SUCCESS	SUCCESS	https://bongappetite.com/2014/06/09/egg-less-gondhoraj-lebu-mousse/	100	0	373.4597701	6.047854406	31.12659004	17.84291188	0.047509579	16.53980843	55.95785441	0	19.25928352	87.64750958	0			
moong dal dosa,pasarattu,green moong dal dosa	SUCCESS	SUCCESS	https://www.tarladalal.com/Moong-Dal-Dosa-2933r	100	5.389221557	373.7964072	10.61796407	4.297005988	71.35808383	2.97005988	0	239.3173653	0.063233533	0.27988024	0	0			
rice appe	SUCCESS	SUCCESS	https://www.tarladalal.com/Rice-Appe-(-How-To-Make-Rice-Appe-)-32847r	100	2.718446602	377.0830809	9.33592233	8.563106796	65.26278317	4.309385113	0.305501618	257.2116505	0.085436893	0.630582524	0	0			
ribbon sev,flat besan sev	SUCCESS	SUCCESS	https://www.tarladalal.com/Ribbon-Sev-41058r	100	0	377.3460208	9.129584775	5.760519031	71.51743945	5.314878893	2.051695502	35.52595156	0.197584775	2.062256055	12.50865052	0			
white chocolate cranberry cookies	SUCCESS	SUCCESS	http://www.food.com/recipe/oatmeal-cranberry-white-chocolate-chunk-cookies-129906	100	1.645332193	377.5792264	10.29840096	13.08203217	56.15409348	5.482077214	9.501082336	142.8550609	0	1.234046705	0	0			
single bhatura served with chutney n pickle	SUCCESS	SUCCESS	https://www.tarladalal.com/Bhatura--How-To-Make-Bhatura-Punjabi-Bhatura-Recipe-2744r	100	0	378.3686869	9.93010101	10.15373737	62.40414141	0.543434343	1.512121212	208.8535354	0.106666667	0.422040404	0.363636364	0			
french beans in coconut curry	SUCCESS	SUCCESS	https://www.tarladalal.com/French-Beans-in-Coconut-Curry-254r	100	0	379.1915888	15.45481308	13.37616822	50.96836449	19.1135514	0.135327103	195.0981308	0.049345794	0.473378505	0	0			
mocha donut	SUCCESS	SUCCESS	https://bromabakery.com/2016/05/mocha-crunch-donuts.html	100	0	379.5510969	6.364942093	14.11220513	57.60571216	0.655218475	21.4807552	348.8818045	0.258820937	3.22080298	11.27421954	0			
moong dal dhokla	SUCCESS	SUCCESS	https://www.tarladalal.com/Moong-Dal-Dhokla-2874r	100	1.584158416	380.2277228	16.59148515	15.81920792	43.42633663	6.320792079	3.608910891	796.3861386	0.25009901	0.787722772	0.712871287	0			
kanchipuram idli	SUCCESS	SUCCESS	https://www.tarladalal.com/Kanchipuram-Idli-1702r	100	3.376097232	381.0351114	8.609196489	5.415158677	72.35529372	2.716610398	0.003990547	267.8946658	0.035651587	0.322945982	0.006752194	0			
mag dal ni kachori,gujrati dal ki kachori	SUCCESS	SUCCESS	https://www.tarladalal.com/Mag-Dal-Ni-Kachori-(-Gujarati-Recipe)-564r	100	1.437125749	382.1676647	18	9.766467066	55.86203593	6.538922156	1.195209581	254.245509	0.126467066	0.332694611	0	0			
channa koraishutir chop,paneer pea croquette	SUCCESS	SUCCESS	http://itsmesangita-sangita.blogspot.in/2013/11/chhana-koraishutir-choppaneer-peas.html	100	0.097323601	382.2092457	15.37245742	13.33489051	50.6496837	9.690997567	5.244379562	509.5727494	0.102773723	3.718	12.84671533	0			
moong dal mangodi	SUCCESS	SUCCESS	https://www.tarladalal.com/Moong-Dal-Mangodi-3852r	100	0	385.3953488	22.79069767	8.093023256	55.72093023	7.627906977	0	25.30232558	0.122790698	0.323023256	0	0			
mani murrukku	SUCCESS	SUCCESS	http://www.premascook.com/2015/05/manapparai-murukku-recipe.html	100	1.337792642	386.3344482	9.191939799	7.743177258	69.59715719	5.375919732	0.53277592	141.4816054	0.070635452	0.702712375	5.618729097	0			
fish in coconut curry	SUCCESS	SUCCESS	http://www.sanjeevkapoor.com/recipe/Coconut-Fish-Curry-Sanjeev-Kapoor-Kitchen-FoodFood.html	100	0	386.865285	2.690207254	37.13601036	11.17	7.725388601	1.036787565	503.2849741	0.27357513	0.72284456	0	0			
rice dosa,chawal ka dosa	SUCCESS	SUCCESS	https://www.tarladalal.com/Dal-and-Rice-Dosa-1695r	100	0.563380282	387.6431925	12.1370892	7.275117371	67.12112676	5.85915493	0	203.7464789	0.09915493	0.349859155	0	0			
beans thoran,beans porial	SUCCESS	SUCCESS	http://www.sanjeevkapoor.com/recipe/Beans-Thoran.html	100	0	388.3146067	10.68029963	22.64981273	36.77980025	16.3071161	0.012734082	251.5205993	0.197752809	0.632107366	0	0			
manoharam,tirunelveli manoharam,sweet murukku	SUCCESS	SUCCESS	https://www.bbcgoodfood.com/user/3413766/recipe/traditional-manoharam-recipe	100	1.634877384	389.2207084	5.621798365	5.978201635	77.84850136	3.390735695	0.431607629	28.87629428	0.071934605	0.553487738	4.577656676	0			
sweet seedai,vella seedai,vella cheedai	SUCCESS	SUCCESS	https://www.sharmispassions.com/vella-seedai-gokulashtami-recipes/	100	0	389.5555556	5.58380117	11.43783626	65.84356725	3.67251462	0.464912281	15.96842105	0.123508772	0.756473684	4.912280702	0			
kalakand	SUCCESS	SUCCESS	https://www.tarladalal.com/Kalakand-2999r	100	3.80952381	391.9047619	11.07142857	26.66666667	27.28333333	0	17.02380952	34.30952381	0	16.54761905	71.28571429	5.142857143			
mul ten khuzal	SUCCESS	SUCCESS	http://www.padhuskitchen.com/2015/08/mullu-murukku-recipe-dal-chakli-recipe.html	100	2.6331538	392.1573908	7.902567325	8.624901257	70.37890485	5.131897068	0.885278276	102.1621783	0.084260922	0.730814482	6.032315978	0			
mini mul thenkuzal	SUCCESS	SUCCESS	http://www.padhuskitchen.com/2015/08/mullu-murukku-recipe-dal-chakli-recipe.html	100	2.6331538	392.2052663	7.93320766	8.627295033	70.24868342	4.744105326	0.56929982	102.7462597	0.084260922	0.7141538	6.032315978	0			
soya khaman dhokla	SUCCESS	SUCCESS	https://www.tarladalal.com/Soya-Khaman-Dhokla-4657r	100	4.6875	392.21875	23.77890625	11.2678125	50.8290625	8.0671875	10.5878125	642.65625	0.3509375	1.00421875	0	0			
moong soup with paneer,dal and paneer soup,dal soup and paneer	SUCCESS	SUCCESS	https://www.tarladalal.com/Moong-Soup-with-Paneer-How-To-Make-Moong-Soup-358r	100	0	392.3233083	16.74345865	19.54285714	37.39172932	4.932330827	1.232180451	1247.706767	0	0.310015038	3.067669173	0			
turkish wedding pilaf,wedding pilaf,perde pilavi,dugun pilav	SUCCESS	SUCCESS	http://www.geniuskitchen.com/recipe/turkish-wedding-pilaf-dugun-pilav-360252	100	0	392.5959596	7.188888889	7.064646465	73.33838384	1.368686869	0.290909091	396.1414141	0	0.846262626	0	0			
